title,stars,text,cleaned_text
Mayo Hospital,4,"Hospital is one of the historic hospitals of the city and is attached with the prestigious King Edward Medical College.
Located in the congested area near Anarkali & Neela Gunbad.
Parking is reasonably good.
Cleanliness and hygiene standards need massive attention.",hospital is one of the historic hospitals of the city and is attached with the prestigious king edward medical college. located in the congested area near anarkali neela gunbad. parking is reasonably good. cleanliness and hygiene standards need massive attention.
Mayo Hospital,5,"Mayo Hospital is the oldest and largest hospital of the country, serving the humanity since 1871.

Mayo Hospital was completed in 1870 and it started patient care in 1871. It was named after the Earl of Mayo, the then Viceroy and the Governor General of India.

Encompassing over 54.6 acres of land and the main building with boundary having 11 gates, the hospital is one of the largest hospitals in South East Asia and is a centre of excellence for public benefit. It had bed capacity of 300 beds on the Day of Independence (1947) but now is extended up to 2399 beds. The father of the nation, Quaid-e-Azam Muhammad Ali Jinnah also paid tribute to services rendered by this hospital on his visit to Mayo Hospital dated 19.03.1940.

Mayo Hospital is located in the heart of Lahore City and is surrounded by busy commercial and thickly populated residential areas with famous Anarkali Bazaar, Nila Gumbad, Gawalmandi and the Walled City of Old Lahore around it.

Earlier, after its construction in 1871, the Mayo Hospital was affiliated as a teaching hospital with the King Edward Medical College which came into being in 1860. The hospital was used to be managed by the Medical Superintendent under the administrative control of Government till 1999 when the whole setup was declared as Autonomous Medical Institution and the Mayo Hospital became Allied Hospital of King Edward Medical College. The Principal KEMC and the M.S. Mayo Hospital were placed under the administrative control of a newly created post of Chief Executive. In 2002, the Board of Governors took over the charge of the institution under PMHI Ordinance 2002, according to which the posts of Principal Executive Officer (PEO) / Dean and Deputy Dean were created. In the next year 2003, under another PMHI Ordinance 2003, the Board of Governors was replaced with the Board of Management under which Principal KEMC was declared Head of Institution consisting of KEMC & Mayo Hospital.","mayo hospital is the oldest and largest hospital of the country, serving the humanity since 1871. mayo hospital was completed in 1870 and it started patient care in 1871. it was named after the earl of mayo, the then viceroy and the governor general of india. encompassing over 54.6 acres of land and the main building with boundary having 11 gates, the hospital is one of the largest hospitals in south east asia and is a centre of excellence for public benefit. it had bed capacity of 300 beds on the day of independence 1947 but now is extended up to 2399 beds. the father of the nation, quaid-e-azam muhammad ali jinnah also paid tribute to services rendered by this hospital on his visit to mayo hospital dated 19.03.1940. mayo hospital is located in the heart of lahore city and is surrounded by busy commercial and thickly populated residential areas with famous anarkali bazaar, nila gumbad, gawalmandi and the walled city of old lahore around it. earlier, after its construction in 1871, the mayo hospital was affiliated as a teaching hospital with the king edward medical college which came into being in 1860. the hospital was used to be managed by the medical superintendent under the administrative control of government till 1999 when the whole setup was declared as autonomous medical institution and the mayo hospital became allied hospital of king edward medical college. the principal kemc and the m.s. mayo hospital were placed under the administrative control of a newly created post of chief executive. in 2002, the board of governors took over the charge of the institution under pmhi ordinance 2002, according to which the posts of principal executive officer peo dean and deputy dean were created. in the next year 2003, under another pmhi ordinance 2003, the board of governors was replaced with the board of management under which principal kemc was declared head of institution consisting of kemc mayo hospital."
Mayo Hospital,5,"The hospital building was completed in 1870 and it began operating in 1871. The hospital is named after thenViceroy of British India, ""Richard Bourke, 6th Earl of Mayo"" also locally known as Lord Mayo. The architecture of the hospital is Italian, designed by Pudon and engineered by Rai Bahadur Kanahya Lal, one of the leading architects of that time. However the architectural influence resembles medieval hospitals built during theMiddle Ages.[2] The additions between 1960 and early 1980 were designed byA. R. Hye.

The hospital buildings were built in the following order:

Main Building of Mayo Hospital (Now inpatient department) in 1871AVH (Private) Block in 1891Out Patient Department in 1952Pediatrics Ward in 1974Institute of Ophthalmology in 1982Accidents & Emergency Block & Pediatric Surgery Block (Present)in 1984Department of Physical Medicine and Rehabilitation in 2001Surgical Tower in 2018

Development is actively taking place and new buildings like the ""Surgical Tower"" are being built to meet patient demand.","the hospital building was completed in 1870 and it began operating in 1871. the hospital is named after thenviceroy of british india, ""richard bourke, 6th earl of mayo"" also locally known as lord mayo. the architecture of the hospital is italian, designed by pudon and engineered by rai bahadur kanahya lal, one of the leading architects of that time. however the architectural influence resembles medieval hospitals built during themiddle ages.2 the additions between 1960 and early 1980 were designed bya. r. hye. the hospital buildings were built in the following order main building of mayo hospital now inpatient department in 1871avh private block in 1891out patient department in 1952pediatrics ward in 1974institute of ophthalmology in 1982accidents emergency block pediatric surgery block presentin 1984department of physical medicine and rehabilitation in 2001surgical tower in 2018 development is actively taking place and new buildings like the ""surgical tower"" are being built to meet patient demand."
Mayo Hospital,5,New surgical ward is very neat & clean .,new surgical ward is very neat clean .
Mayo Hospital,3,Number of patients more than capacity. Poor management.,number of patients more than capacity. poor management.
Mayo Hospital,5,Good hospital.child emergency and ward very clean . and lookaftor very well,good hospital.child emergency and ward very clean . and lookaftor very well
Mayo Hospital,5,Their Good service towards patients is their secret of success,their good service towards patients is their secret of success
Mayo Hospital,4,This hospital OPD is now improved then earlier the facilities are much better token counters are in large numbers now and departments are also increased,this hospital opd is now improved then earlier the facilities are much better token counters are in large numbers now and departments are also increased
Mayo Hospital,5,"Mayo Hospital is one of the oldest and biggest hospitals in Lahore, Punjab, Pakistan.King Edward Medical University, one of the oldest and most prestigious medical institutions in the South Asia, is attached with Mayo Hospital. Mayo Hospital is located in the heart of Old Lahore; and provides free treatment to almost all the admitted patients as part of the government policy.","mayo hospital is one of the oldest and biggest hospitals in lahore, punjab, pakistan.king edward medical university, one of the oldest and most prestigious medical institutions in the south asia, is attached with mayo hospital. mayo hospital is located in the heart of old lahore and provides free treatment to almost all the admitted patients as part of the government policy."
Mayo Hospital,5,"May Hospital Surgical Tower is a state-of-the-art building and facility completed after more than a decade but it is now of the best facilities being provided in Lahore, city of Gardens.
The very plus point of it is that it has been providing each and every faciltiy almost free of cost and it is one of the best.
The only negative thing here is ""Protocol"". Every influential person and the one having relations in staff use unfair means to get their turn much earlier, killing the merit and discouraging those, who come first. Dire need to address this issue.
Rest of the things are excellent.","may hospital surgical tower is a state-of-the-art building and facility completed after more than a decade but it is now of the best facilities being provided in lahore, city of gardens. the very plus point of it is that it has been providing each and every faciltiy almost free of cost and it is one of the best. the only negative thing here is ""protocol"". every influential person and the one having relations in staff use unfair means to get their turn much earlier, killing the merit and discouraging those, who come first. dire need to address this issue. rest of the things are excellent."
Mayo Hospital,5,Now very upto date hospital of lhr.,now very upto date hospital of lhr.
Mayo Hospital,5,Good place for this  public and great mangment of this hospital,good place for this public and great mangment of this hospital
Mayo Hospital,5,Newly built surgical tower with unmatched state of the art facilities available for treatment and care for patients. Clean and tidy environment. There is always a great rush of people because people from different cities and provinces visit here for treatment.,newly built surgical tower with unmatched state of the art facilities available for treatment and care for patients. clean and tidy environment. there is always a great rush of people because people from different cities and provinces visit here for treatment.
Mayo Hospital,4,Surgical tower is great. Like Europe no doubt,surgical tower is great. like europe no doubt
Mayo Hospital,4,I like it ... Gud services,i like it ... gud services
Mayo Hospital,5,A great facility for poor patients..state of art radiology and surgical departments..,a great facility for poor patients..state of art radiology and surgical departments..
Mayo Hospital,5,100 Bedded Burn Unit Is there biggest burn Unit in Mayo Hospital,100 bedded burn unit is there biggest burn unit in mayo hospital
Mayo Hospital,1,Very disrespectful staff at the ward. No customer service at all. Staff thinks they own the hospital and they own everything that is there. Parking staff at the gate making corruption and having us pay more then a day parking after 8pm. We were there for almost 5 days and it was the worst experience ever.,very disrespectful staff at the ward. no customer service at all. staff thinks they own the hospital and they own everything that is there. parking staff at the gate making corruption and having us pay more then a day parking after 8pm. we were there for almost 5 days and it was the worst experience ever.
Mayo Hospital,5,Well managed and well organized govt hospital thanks CM Punjab.,well managed and well organized govt hospital thanks cm punjab.
Mayo Hospital,5,"I visited Surgical Tower Mayo Hospital yesterday. It was a great experience. The whole tower looks like a private hospital. Cleanliness 5/5, wards condition and environment 5/5,  paramedic staff is also very cooperative unlike government hospitals. Single patient on single bed. Ni doubling. One monitor for 2 neighboring patients. Oxygen and suction machine is available with each bed. Each ward has a kitchen with fridge, microwave, nice stove, a kettle, water glasses and cups for patient. Medicine is available in the ward. The only trouble you may face is that you cant wander in corridors without purpose. Only one attendant can stay with patient in visiting hours only. Overall this part of hospital is unmatchable with the rest of the hospital.","i visited surgical tower mayo hospital yesterday. it was a great experience. the whole tower looks like a private hospital. cleanliness 55, wards condition and environment 55, paramedic staff is also very cooperative unlike government hospitals. single patient on single bed. ni doubling. one monitor for 2 neighboring patients. oxygen and suction machine is available with each bed. each ward has a kitchen with fridge, microwave, nice stove, a kettle, water glasses and cups for patient. medicine is available in the ward. the only trouble you may face is that you cant wander in corridors without purpose. only one attendant can stay with patient in visiting hours only. overall this part of hospital is unmatchable with the rest of the hospital."
Mayo Hospital,5,Best medical facilities for outdoor patients...,best medical facilities for outdoor patients...
Mayo Hospital,5,"Though it took so many years to complete but it's good at least it's fully equipped and in operation. In winter, you can meet patient till 5pm. Only one person is allowed to stay with patient in ward and food is served by Gourmet company.","though it took so many years to complete but it's good at least it's fully equipped and in operation. in winter, you can meet patient till 5pm. only one person is allowed to stay with patient in ward and food is served by gourmet company."
Mayo Hospital,2,"Pathetic place with bad cleanliness.
Doctors are cooperative
Paramedical staff is very rude and disloyal
System is not in place.
Patients have to wait for hours for admission.
Infrastructure is very bad.
But one this is for sure that this is only last stop for poor patients. Poor patients gets somehow treatment in this hospital.

A lot needs to be improved.
Parking mafia at gate is exist there. They will try to charge more than written on receipt.",pathetic place with bad cleanliness. doctors are cooperative paramedical staff is very rude and disloyal system is not in place. patients have to wait for hours for admission. infrastructure is very bad. but one this is for sure that this is only last stop for poor patients. poor patients gets somehow treatment in this hospital. a lot needs to be improved. parking mafia at gate is exist there. they will try to charge more than written on receipt.
Mayo Hospital,5,One of the oldest hospital which is attached with King Edward Medical College.,one of the oldest hospital which is attached with king edward medical college.
Mayo Hospital,2,"one of the oldest hospital of pakistan. with medial colleges there, now recently introduced allied and pysiotherapy sciecnes there. the standards of the hospital are improving but still need a lot of improvement there. the problem is parking should be highlighed there along with appointment facilities,...............................","one of the oldest hospital of pakistan. with medial colleges there, now recently introduced allied and pysiotherapy sciecnes there. the standards of the hospital are improving but still need a lot of improvement there. the problem is parking should be highlighed there along with appointment facilities,..............................."
Mayo Hospital,3,An old hospital established in the name of Lord Mayo.,an old hospital established in the name of lord mayo.
Mayo Hospital,3,Some department are Ok. But some departments are very dirty. Staff is not co-operative. typical Govt. Hospital. Shame on Punjab Govt.,some department are ok. but some departments are very dirty. staff is not co-operative. typical govt. hospital. shame on punjab govt.
Mayo Hospital,5,"government is facilitating the sick and injured by providing special facilities through imported machinery and collifed speciallized doctors, Nurses and para medical staff.... my experience was very appreciating","government is facilitating the sick and injured by providing special facilities through imported machinery and collifed speciallized doctors, nurses and para medical staff.... my experience was very appreciating"
Mayo Hospital,5,I am orel securtiy payo hospital lahore.,i am orel securtiy payo hospital lahore.
Mayo Hospital,1,"For a hospital its management, availability of resource for patients and treatment is pathetic.","for a hospital its management, availability of resource for patients and treatment is pathetic."
Mayo Hospital,5,Old is gold Asia's Biggest Hospital,old is gold asia's biggest hospital
Mayo Hospital,5,Very old and significantly important place of Lahore providing state of the art health facilities to the people but is crowded because of the high number of people visit the hospital,very old and significantly important place of lahore providing state of the art health facilities to the people but is crowded because of the high number of people visit the hospital
Mayo Hospital,1,Altogether a big hospital with quite a lot facilities altough all not available all time as most of machines are out of order infection rate very high lack cleanliness medicine not available over all not a good experience but facility can only be availed in necessary evil,altogether a big hospital with quite a lot facilities altough all not available all time as most of machines are out of order infection rate very high lack cleanliness medicine not available over all not a good experience but facility can only be availed in necessary evil
Mayo Hospital,5,"went there for polio vaccine, surprised to see their cooperation. Very glad. Just go to Children Vaccine ward reception opposite to emergency. say I need polio certificate at the reception. you need copy of passport. he will give you drops, fill the form and sign and stamp from DMS (deputy medical supridenden, corner room in the main emergency). whole procedure will take 20 to 30 minutes. best time is 9:30 to 12:30 AM","went there for polio vaccine, surprised to see their cooperation. very glad. just go to children vaccine ward reception opposite to emergency. say i need polio certificate at the reception. you need copy of passport. he will give you drops, fill the form and sign and stamp from dms deputy medical supridenden, corner room in the main emergency. whole procedure will take 20 to 30 minutes. best time is 930 to 1230 am"
Mayo Hospital,4,An oldest and historical hospital ho king adward era . Also a well know hospital now a days in Pakistan . All the specialist doctors and every medical facility with high standard is provided in this Hospital.,an oldest and historical hospital ho king adward era . also a well know hospital now a days in pakistan . all the specialist doctors and every medical facility with high standard is provided in this hospital.
Mayo Hospital,5,It is a great hospital attached to the King Edward Medical University,it is a great hospital attached to the king edward medical university
Mayo Hospital,4,Oldest and the largest hospital in Lahore improving day by day,oldest and the largest hospital in lahore improving day by day
Mayo Hospital,3,It is very crowded hospital but emergency services are good 24 hour available.,it is very crowded hospital but emergency services are good 24 hour available.
Mayo Hospital,5,"Mayo hospital is one of the biggest hospital in lahore,","mayo hospital is one of the biggest hospital in lahore,"
Mayo Hospital,4,Fine hospital in the area nice of heart patients,fine hospital in the area nice of heart patients
Mayo Hospital,5,"Mayo Hospital is one of the oldest and biggest hospitals in Lahore, Punjab, Pakistan. King Edward Medical University is the attached university which is Pakistan's most prestigious and South Asia's second oldest institution.","mayo hospital is one of the oldest and biggest hospitals in lahore, punjab, pakistan. king edward medical university is the attached university which is pakistan's most prestigious and south asia's second oldest institution."
Mayo Hospital,5,"One of the oldest 🏥 in Lahore (the ❤ of Pakistan) caring staff,  nice people working in this hospital, good emergency service. I 👍 this 🏥 due to good services.","one of the oldest in lahore the of pakistan caring staff, nice people working in this hospital, good emergency service. i this due to good services."
Mayo Hospital,5,Biggest hospital in lahore that serves poor people,biggest hospital in lahore that serves poor people
Mayo Hospital,5,A great institute generated many legendary doctors,a great institute generated many legendary doctors
Mayo Hospital,3,Nice according to patient load and available doctors,nice according to patient load and available doctors
Mayo Hospital,3,Satisfactory management and Satisfactory medical services speed,satisfactory management and satisfactory medical services speed
Mayo Hospital,3,"One of the oldest government hospital in Lahore. 24 hour emergency,  outdoor patients are also treated but there are also poor condition of some departments. Large no of patients visited there for treatments, always too much crowd in emergency and outdoor. There is also King Edward medical college.","one of the oldest government hospital in lahore. 24 hour emergency, outdoor patients are also treated but there are also poor condition of some departments. large no of patients visited there for treatments, always too much crowd in emergency and outdoor. there is also king edward medical college."
Mayo Hospital,4,Large covered Area Adjacent to Anarkali,large covered area adjacent to anarkali
Mayo Hospital,4,"One of the old and high factilized hospital in the heart of Punjab, Lahore.
Excellent emergency response.","one of the old and high factilized hospital in the heart of punjab, lahore. excellent emergency response."
Mayo Hospital,3,"Mayo Hospital is one of the oldest and biggest hospitals in Lahore, Punjab, Pakistan. King Edward Medical University is the attached university which is Pakistan's most prestigious and South Asia's second oldest institution.Wikipedia
Founded:1871
Affiliated university:King Edward Medical University
Number of beds:2,000","mayo hospital is one of the oldest and biggest hospitals in lahore, punjab, pakistan. king edward medical university is the attached university which is pakistan's most prestigious and south asia's second oldest institution.wikipedia founded1871 affiliated universityking edward medical university number of beds2,000"
Mayo Hospital,4,The best government hospital. But need to improve,the best government hospital. but need to improve
Mayo Hospital,3,"One of the oldest hospital of Punjab having more than 2,000 beds capacity. The old infrastructure requires to be upgraded.","one of the oldest hospital of punjab having more than 2,000 beds capacity. the old infrastructure requires to be upgraded."
Mayo Hospital,5,My father was completely fine at here.,my father was completely fine at here.
Mayo Hospital,5,Kemcolians school helping the poor n needy,kemcolians school helping the poor n needy
Mayo Hospital,5,This hospital is affordable. Poor people can also get benefit from it,this hospital is affordable. poor people can also get benefit from it
Mayo Hospital,5,"Well done Mayo hospital
The hospital is the only hope for needy and poor people
But most of the advantages are availed by socially active and rich people
The critics are those who do not pay income tax. Can afford private treatment but they snatch the right of poor by using their contacts.they are the ones who criticise
This hospital which is a blessing for the poot",well done mayo hospital the hospital is the only hope for needy and poor people but most of the advantages are availed by socially active and rich people the critics are those who do not pay income tax. can afford private treatment but they snatch the right of poor by using their contacts.they are the ones who criticise this hospital which is a blessing for the poot
Mayo Hospital,5,"MAYO HOSPITAL IS THE OLDEST HOSPITAL OF LAHORE , PAKISTAN .","mayo hospital is the oldest hospital of lahore , pakistan ."
Mayo Hospital,5,one of the best hospital ever. I have experienced here as a clinical psychologist.,one of the best hospital ever. i have experienced here as a clinical psychologist.
Mayo Hospital,3,Antique place but rickety and decrepit. Deprive of many basic facilities and amenities. This hospital needs a redo.,antique place but rickety and decrepit. deprive of many basic facilities and amenities. this hospital needs a redo.
Mayo Hospital,5,"Government Hospital, Good For Some People.... Not For Every One...","government hospital, good for some people.... not for every one..."
Mayo Hospital,4,"Good medical facility, available in this government organized hospital.","good medical facility, available in this government organized hospital."
Mayo Hospital,5,I'm Doctor at Mayo hospital. It has all major and minor departments to deal with any kind of trauma and emergencies.,i'm doctor at mayo hospital. it has all major and minor departments to deal with any kind of trauma and emergencies.
Mayo Hospital,5,Good hospital almost all facilities are available here,good hospital almost all facilities are available here
Mayo Hospital,1,"This hospital KILLED my father-in-law.  He had a stroke and as you know with a stroke you must be treated IMMEDIATELY.  They began running tests at 7:00 a.m.  At 8:30 a.m. they said he could see a doctor at 9:00 a.m.  At 9:00 a.m. he saw the doctor who told him that all the doctors were going on strike that day and he had to go to another hospital.  Getting to the next hospital took another hour.

That hospital was a private hospital treated him appropriately but he couldn't stay there because he didn't have enough money.  So they sent him home and had a doctor come by twice a day to check up on him and administer medications.

On the second day of home care he had another stroke and was taken immediately to Mayo Hospital.  They told him they couldn't do anything to treat him because they had forgotten to bring the papers from the first hospital visit.  Of course they could have called the other hospital to get the information since it was an EMERGENCY.  But noooo, that was asking way too much.

His poor daughter had to rush home, get the papers and come back to the hospital.  This added another hour and a half to the time it took him to get treated.

Once they received the papers they wrote some prescriptions for medications.  His daughter went down to purchase the medicines and when she returned and gave them to the nurse - THEY TOOK TWO MORE HOURS BEFORE THEY ADMINISTERED THE MEDICATIONS!!!

He died several hours later.

Also the doctors were so rude.  If you tried to ask them any questions at all about what they were doing or what their diagnosis was they got so offended and start yelling at you to shut up!  Unbelievable place.","this hospital killed my father-in-law. he had a stroke and as you know with a stroke you must be treated immediately. they began running tests at 700 a.m. at 830 a.m. they said he could see a doctor at 900 a.m. at 900 a.m. he saw the doctor who told him that all the doctors were going on strike that day and he had to go to another hospital. getting to the next hospital took another hour. that hospital was a private hospital treated him appropriately but he couldn't stay there because he didn't have enough money. so they sent him home and had a doctor come by twice a day to check up on him and administer medications. on the second day of home care he had another stroke and was taken immediately to mayo hospital. they told him they couldn't do anything to treat him because they had forgotten to bring the papers from the first hospital visit. of course they could have called the other hospital to get the information since it was an emergency. but noooo, that was asking way too much. his poor daughter had to rush home, get the papers and come back to the hospital. this added another hour and a half to the time it took him to get treated. once they received the papers they wrote some prescriptions for medications. his daughter went down to purchase the medicines and when she returned and gave them to the nurse - they took two more hours before they administered the medications!!! he died several hours later. also the doctors were so rude. if you tried to ask them any questions at all about what they were doing or what their diagnosis was they got so offended and start yelling at you to shut up! unbelievable place."
Mayo Hospital,3,"Mayo hospital is among the oldest hospital in Lahore. the hospital is big and have almost major departments what you wish for a hospital to have.

But the benefit of this thing can not be seen anywhere in the hospital. the staff here is pathetic and immature. Doctors treat people like animals. A famous incident recently of a woman giving birth to a baby at the stairs of the Hospital shows the level of care.",mayo hospital is among the oldest hospital in lahore. the hospital is big and have almost major departments what you wish for a hospital to have. but the benefit of this thing can not be seen anywhere in the hospital. the staff here is pathetic and immature. doctors treat people like animals. a famous incident recently of a woman giving birth to a baby at the stairs of the hospital shows the level of care.
Mayo Hospital,5,One of the best Hospital for poor people you  need only 1 rupees  for the tickets,one of the best hospital for poor people you need only 1 rupees for the tickets
Mayo Hospital,3,Servings human beings with average quality,servings human beings with average quality
Mayo Hospital,5,A bigger and oldest hospital in Lahore,a bigger and oldest hospital in lahore
Mayo Hospital,5,"Nearly died but they helped fix me.

10/10 world fall from roof again.",nearly died but they helped fix me. 1010 world fall from roof again.
Mayo Hospital,5,Largest hospital in Pakistan and one of the only few in the world where all specialities are present.,largest hospital in pakistan and one of the only few in the world where all specialities are present.
